locationId,location,parameter,value,dateUtc,dateLocal,unit,latitude,longitude,country,city,isMobile,isAnalysis,entity,sensorType
155,"London N. Kensington","pm25",4.1,"2023-10-17T01:00:00+00:00","2023-10-17T02:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","so2",1.1,"2023-10-17T01:00:00+00:00","2023-10-17T02:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","no2",14.2,"2023-10-17T01:00:00+00:00","2023-10-17T02:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","co",200,"2023-10-17T01:00:00+00:00","2023-10-17T02:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","o3",47.3,"2023-10-17T01:00:00+00:00","2023-10-17T02:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","o3",37.3,"2023-10-17T00:00:00+00:00","2023-10-17T01:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","so2",1.1,"2023-10-17T00:00:00+00:00","2023-10-17T01:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","pm25",4.6,"2023-10-17T00:00:00+00:00","2023-10-17T01:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","co",200,"2023-10-17T00:00:00+00:00","2023-10-17T01:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","no2",21,"2023-10-17T00:00:00+00:00","2023-10-17T01:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","co",200,"2023-10-16T22:00:00+00:00","2023-10-16T23:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","pm25",5.8,"2023-10-16T22:00:00+00:00","2023-10-16T23:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","no2",19.9,"2023-10-16T22:00:00+00:00","2023-10-16T23:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","o3",32.1,"2023-10-16T22:00:00+00:00","2023-10-16T23:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","no2",19.3,"2023-10-16T21:00:00+00:00","2023-10-16T22:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","so2",1.1,"2023-10-16T21:00:00+00:00","2023-10-16T22:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","co",200,"2023-10-16T21:00:00+00:00","2023-10-16T22:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
155,"London N. Kensington","o3",34.7,"2023-10-16T21:00:00+00:00","2023-10-16T22:00:00+01:00","µg/m³",51.52105,-0.21349199999999996,"GB","",false,"","Governmental Organization","reference grade"
